Audio_UMAP_X,Audio_UMAP_Y,Audio_UMAP_Z,Volume,Pitch
8.485261917114257812e+00,4.339021205902099609e+00,6.619107723236083984e+00,4.690793529152870178e-02,2.016964023180514005e+03
9.614360809326171875e+00,6.476805210113525391e+00,3.644537687301635742e+00,7.424252573400735855e-03,2.087585462013362303e+03
9.737247467041015625e+00,6.954354286193847656e+00,3.374431133270263672e+00,6.991291418671607971e-03,2.205000000000000000e+03
9.770866394042968750e+00,7.557667255401611328e+00,2.860763072967529297e+00,6.211905274540185928e-03,2.205000000000000000e+03
9.805428504943847656e+00,7.697198390960693359e+00,2.693399429321289062e+00,4.458265379071235657e-03,2.205000000000000000e+03
9.773662567138671875e+00,7.773839950561523438e+00,2.576018095016479492e+00,4.167211707681417465e-03,7.472499667513174870e+01
9.762069702148437500e+00,7.838387489318847656e+00,2.550683736801147461e+00,4.307270050048828125e-03,7.446202173940702096e+01
9.751518249511718750e+00,7.792026996612548828e+00,2.578648090362548828e+00,5.047315265983343124e-03,7.668668135397439301e+01
9.950319290161132812e+00,7.906658172607421875e+00,2.346850156784057617e+00,4.840995185077190399e-03,1.374878936956628763e+02
9.876434326171875000e+00,7.878731727600097656e+00,2.449633598327636719e+00,5.152485799044370651e-03,1.371715862180087129e+02
9.760653495788574219e+00,7.672502040863037109e+00,2.831728458404541016e+00,6.669716443866491318e-03,2.205000000000000000e+03
9.764925003051757812e+00,7.684760093688964844e+00,2.687271118164062500e+00,5.949310958385467529e-03,2.205000000000000000e+03
9.719513893127441406e+00,7.722169876098632812e+00,2.612711429595947266e+00,5.846356041729450226e-03,2.205000000000000000e+03
9.764452934265136719e+00,7.822127342224121094e+00,2.501738786697387695e+00,5.427886266261339188e-03,1.865399511136093906e+02
9.853299140930175781e+00,7.963620185852050781e+00,2.344717979431152344e+00,3.550485009327530861e-03,6.643669404951826607e+01
9.810867309570312500e+00,8.073794364929199219e+00,2.340525627136230469e+00,4.410605877637863159e-03,1.724655726089351617e+02
9.853138923645019531e+00,8.369036674499511719e+00,2.249732017517089844e+00,5.095690023154020309e-03,1.784515641050689965e+02
1.012217712402343750e+01,8.814979553222656250e+00,2.027351856231689453e+00,5.782830063253641129e-03,1.850872603196036437e+02
1.002147006988525391e+01,8.884204864501953125e+00,2.125068187713623047e+00,5.895374808460474014e-03,1.243914819716014506e+02
1.009819984436035156e+01,8.920190811157226562e+00,2.095084905624389648e+00,5.141539033502340317e-03,1.235598100959143864e+02
1.005129718780517578e+01,8.917684555053710938e+00,2.082535743713378906e+00,4.601982887834310532e-03,7.656975902672532186e+01
1.003785991668701172e+01,8.870532989501953125e+00,2.098066806793212891e+00,3.757136873900890350e-03,7.646032821457579587e+01
9.945297241210937500e+00,8.866146087646484375e+00,2.171201467514038086e+00,3.961972892284393311e-03,6.523668639053254026e+01
9.999182701110839844e+00,8.887474060058593750e+00,2.133809328079223633e+00,4.323601722717285156e-03,6.523668639053254026e+01
9.940901756286621094e+00,8.959214210510253906e+00,2.260180711746215820e+00,4.636622034013271332e-03,8.956760111976575445e+01
9.759201049804687500e+00,8.954826354980468750e+00,2.551255226135253906e+00,5.267172586172819138e-03,6.523668639053254026e+01
9.782744407653808594e+00,8.860844612121582031e+00,3.079592466354370117e+00,5.177060607820749283e-03,6.523668639053254026e+01
9.880105972290039062e+00,8.744264602661132812e+00,3.540834903717041016e+00,5.285007413476705551e-03,6.523668639053254026e+01
9.916954040527343750e+00,8.719718933105468750e+00,3.796663045883178711e+00,5.547038745135068893e-03,6.523668639053254026e+01
9.931508064270019531e+00,8.629594802856445312e+00,3.914894580841064453e+00,5.269059445708990097e-03,6.523668639053254026e+01
1.062923908233642578e+01,9.289000511169433594e+00,5.604451656341552734e+00,5.715920589864253998e-03,6.523668639053254026e+01
1.117360401153564453e+01,9.325532913208007812e+00,5.035859107971191406e+00,5.618152674287557602e-03,6.714129328124424489e+01
1.186270046234130859e+01,1.017654895782470703e+01,3.126112222671508789e+00,5.924609024077653885e-03,6.523668639053254026e+01
1.176656723022460938e+01,1.011864948272705078e+01,3.064238309860229492e+00,5.779470782727003098e-03,6.523668639053254026e+01
1.182833862304687500e+01,1.010320758819580078e+01,2.972743034362792969e+00,5.602764897048473358e-03,6.523668639053254026e+01
1.194954776763916016e+01,1.008967018127441406e+01,2.878944635391235352e+00,5.630802828818559647e-03,7.038437554530833040e+01
1.200884723663330078e+01,1.007838344573974609e+01,2.801021575927734375e+00,5.212184507399797440e-03,1.579640000115409748e+02
1.204251384735107422e+01,1.005245780944824219e+01,2.736204385757446289e+00,5.372963380068540573e-03,1.457697572674680941e+02
1.208229255676269531e+01,1.004811000823974609e+01,2.690934181213378906e+00,4.701675847172737122e-03,1.505280124783425890e+02
1.203517818450927734e+01,1.007213973999023438e+01,2.739183187484741211e+00,4.778467584401369095e-03,1.480842032739228671e+02
1.196074104309082031e+01,1.011614227294921875e+01,2.769780874252319336e+00,4.154135938733816147e-03,1.483792452438866007e+02
1.129092502593994141e+01,1.005655765533447266e+01,3.287030458450317383e+00,3.599882125854492188e-03,6.569677115279394286e+01
1.086642074584960938e+01,9.477554321289062500e+00,3.542738199234008789e+00,4.510009195655584335e-03,6.523668639053254026e+01
1.071546077728271484e+01,9.241608619689941406e+00,3.600593805313110352e+00,4.476838279515504837e-03,2.205000000000000000e+03
1.079707527160644531e+01,9.063302040100097656e+00,3.604585409164428711e+00,4.800215363502502441e-03,2.077949786945304368e+03
1.080923652648925781e+01,9.059712409973144531e+00,3.706379652023315430e+00,4.911699332296848297e-03,2.095107354639872938e+03
1.111587810516357422e+01,8.998824119567871094e+00,3.618092536926269531e+00,4.828684031963348389e-03,2.205000000000000000e+03
1.121280384063720703e+01,9.142525672912597656e+00,3.517071723937988281e+00,4.757015965878963470e-03,1.432325959409346865e+02
1.114302730560302734e+01,9.087358474731445312e+00,3.470964908599853516e+00,4.718997981399297714e-03,1.431886558781034751e+02
1.117134094238281250e+01,9.159371376037597656e+00,3.437841415405273438e+00,5.516654346138238907e-03,1.483865899966352231e+02
1.162651920318603516e+01,9.508602142333984375e+00,3.197453260421752930e+00,5.528215318918228149e-03,1.490199296226502099e+02
1.150080776214599609e+01,9.976696014404296875e+00,2.982960224151611328e+00,5.661634262651205063e-03,6.606818917954861092e+01
1.146565341949462891e+01,9.983753204345703125e+00,2.966439485549926758e+00,6.113772746175527573e-03,1.496231718307451501e+02
1.133690166473388672e+01,9.852414131164550781e+00,2.842440366744995117e+00,6.090634968131780624e-03,1.510457552284811413e+02
1.161092185974121094e+01,1.055024433135986328e+01,1.819837450981140137e+00,5.714443046599626541e-03,1.538078217777234045e+02
1.162284851074218750e+01,1.054832649230957031e+01,1.704694747924804688e+00,5.485252011567354202e-03,1.555814339222138187e+02
1.159762954711914062e+01,1.047378635406494141e+01,1.796546339988708496e+00,4.596434533596038818e-03,7.164605968692208648e+01
1.093633079528808594e+01,9.770503044128417969e+00,2.982664585113525391e+00,3.769912291318178177e-03,1.518949185049920345e+02
1.071581172943115234e+01,9.139178276062011719e+00,3.042409181594848633e+00,4.050862975418567657e-03,7.872305330714968363e+01
1.059529304504394531e+01,8.709222793579101562e+00,3.169325590133666992e+00,3.881887299939990044e-03,2.536188410132767785e+02
1.063571357727050781e+01,8.579156875610351562e+00,3.118001699447631836e+00,5.283281672745943069e-03,2.205000000000000000e+03
1.074608039855957031e+01,8.622283935546875000e+00,3.022424221038818359e+00,5.197972059249877930e-03,2.205000000000000000e+03
1.087675857543945312e+01,8.690814018249511719e+00,3.028386354446411133e+00,5.177814513444900513e-03,2.205000000000000000e+03
1.071190929412841797e+01,8.603927612304687500e+00,2.836011886596679688e+00,5.368055310100317001e-03,6.523668639053254026e+01
1.070660400390625000e+01,8.663685798645019531e+00,2.820449113845825195e+00,4.677696619182825089e-03,6.537455603073532018e+01
1.074458599090576172e+01,8.642207145690917969e+00,2.844124555587768555e+00,4.722235258668661118e-03,6.523668639053254026e+01
1.102241992950439453e+01,9.312397956848144531e+00,2.569357872009277344e+00,4.367416258901357651e-03,6.523668639053254026e+01
1.101696872711181641e+01,9.492485046386718750e+00,2.281425714492797852e+00,4.602050874382257462e-03,7.148914657494538005e+01
1.099895668029785156e+01,9.536886215209960938e+00,2.159776210784912109e+00,4.868422634899616241e-03,7.278913621021146696e+01
1.097274780273437500e+01,9.553424835205078125e+00,2.070939302444458008e+00,4.692125134170055389e-03,7.359097103511962246e+01
1.111785030364990234e+01,9.762953758239746094e+00,1.992847561836242676e+00,4.635082092136144638e-03,7.555585858514653808e+01
1.133849334716796875e+01,9.901993751525878906e+00,1.817429542541503906e+00,5.227886606007814407e-03,6.523668639053254026e+01
1.150062370300292969e+01,1.021112060546875000e+01,1.635516762733459473e+00,4.353060852736234665e-03,6.765126973686496115e+01
1.120421504974365234e+01,1.049414443969726562e+01,1.851343393325805664e+00,4.923899658024311066e-03,6.523668639053254026e+01
1.067996692657470703e+01,1.025580120086669922e+01,2.392566442489624023e+00,5.479185841977596283e-03,6.523668639053254026e+01
1.008802032470703125e+01,9.105022430419921875e+00,3.526520967483520508e+00,4.517487715929746628e-03,6.523668639053254026e+01
1.005786705017089844e+01,8.914416313171386719e+00,3.790464162826538086e+00,5.322963465005159378e-03,6.523668639053254026e+01
1.011731529235839844e+01,8.870703697204589844e+00,3.880765676498413086e+00,4.888041410595178604e-03,6.523668639053254026e+01
1.137275886535644531e+01,8.703022003173828125e+00,4.763106346130371094e+00,4.464022815227508545e-03,6.523668639053254026e+01
1.143509674072265625e+01,9.052474021911621094e+00,4.606512069702148438e+00,5.611113738268613815e-03,3.695431031186327573e+02
1.143601131439208984e+01,9.206455230712890625e+00,4.365815639495849609e+00,5.555169191211462021e-03,9.129144799405671051e+01
1.143665504455566406e+01,9.568648338317871094e+00,3.507345438003540039e+00,6.534221582114696503e-03,2.205000000000000000e+03
8.499992370605468750e+00,4.686009407043457031e+00,3.054315805435180664e+00,1.699331030249595642e-02,2.205000000000000000e+03
7.772833824157714844e+00,3.763912916183471680e+00,2.616945266723632812e+00,9.165980666875839233e-02,1.789302670812519864e+03
7.083335399627685547e+00,1.459611177444458008e+00,9.792662858963012695e-01,1.876667290925979614e-01,1.681855522051760545e+03
7.171507835388183594e+00,3.203867748379707336e-02,2.627609372138977051e-01,2.312315851449966431e-01,1.630482594561809492e+03
7.964657783508300781e+00,-1.897591471672058105e+00,5.435366034507751465e-01,2.307274043560028076e-01,1.630563845330124877e+03
8.369063377380371094e+00,-2.249604225158691406e+00,8.328169584274291992e-01,2.124046981334686279e-01,1.608173417126597769e+03
8.903991699218750000e+00,-1.838718414306640625e+00,1.344391942024230957e+00,1.352823525667190552e-01,1.554890820964694740e+03
9.072088241577148438e+00,6.008659362792968750e+00,3.723209142684936523e+00,1.527416799217462540e-02,1.163348458879359896e+03
-1.551310718059539795e-01,5.024982929229736328e+00,3.653092384338378906e+00,7.413782179355621338e-02,2.034444081196457319e+03
-7.081357240676879883e-01,5.389186382293701172e+00,3.348902702331542969e+00,1.226529553532600403e-01,1.856178104023824972e+03
-2.091982126235961914e+00,5.776417732238769531e+00,3.923604488372802734e+00,1.753348708152770996e-01,1.813644863314357963e+03
-1.616691827774047852e+00,5.367815494537353516e+00,3.911624431610107422e+00,2.314464002847671509e-01,7.881668455276758323e+02
-4.228983446955680847e-02,3.904954910278320312e+00,4.228378772735595703e+00,2.693019211292266846e-01,1.006213531316691160e+03
1.922145009040832520e+00,2.883673906326293945e+00,5.949952602386474609e+00,3.014175891876220703e-01,1.393554527696898049e+03
3.489508867263793945e+00,2.088303089141845703e+00,7.209627151489257812e+00,3.155626952648162842e-01,1.162563562900620582e+03
4.707181930541992188e+00,1.988752603530883789e+00,7.873197078704833984e+00,3.061420917510986328e-01,2.205000000000000000e+03
5.847857475280761719e+00,2.216237068176269531e+00,8.185235977172851562e+00,2.830089330673217773e-01,2.205000000000000000e+03
7.258466243743896484e+00,3.374907970428466797e+00,7.559744834899902344e+00,2.308816313743591309e-01,2.205000000000000000e+03
7.640497684478759766e+00,4.000961303710937500e+00,7.286934375762939453e+00,1.699327975511550903e-01,1.376262150604078670e+03
7.812351703643798828e+00,4.009404659271240234e+00,7.218177795410156250e+00,1.082639768719673157e-01,2.022273986236085875e+03
9.448722839355468750e+00,5.724447727203369141e+00,4.184278964996337891e+00,3.434868901968002319e-02,1.372482308694423637e+03
7.726017951965332031e+00,4.099176406860351562e+00,2.647817850112915039e+00,2.890369109809398651e-02,2.205000000000000000e+03
7.465438842773437500e+00,3.798441171646118164e+00,2.391548156738281250e+00,1.195471137762069702e-01,1.883769226097501360e+03
6.912382602691650391e+00,1.657884597778320312e+00,9.887531399726867676e-01,2.148310095071792603e-01,1.794332244234235759e+03
7.154552459716796875e+00,1.487758308649063110e-01,3.093772530555725098e-01,2.937191724777221680e-01,1.710130946174323981e+03
7.708333969116210938e+00,-1.222100615501403809e+00,3.309125900268554688e-01,3.466524481773376465e-01,1.671878328498248948e+03
7.890502452850341797e+00,-1.653978347778320312e+00,4.387495219707489014e-01,3.367542326450347900e-01,1.655981139307928061e+03
8.232563018798828125e+00,-2.106091260910034180e+00,7.637882828712463379e-01,2.855556905269622803e-01,1.611126548443009142e+03
8.475551605224609375e+00,-2.141562461853027344e+00,9.472199082374572754e-01,2.033810615539550781e-01,1.580770445661648182e+03
8.966942787170410156e+00,5.877460956573486328e+00,3.604531288146972656e+00,8.560831099748611450e-02,1.154363048193580426e+03
-1.213684603571891785e-01,4.969562530517578125e+00,3.655043363571166992e+00,9.481966495513916016e-02,2.002461595038416363e+03
-7.022512555122375488e-01,5.399215698242187500e+00,3.362693071365356445e+00,1.502837687730789185e-01,1.844975279011387329e+03
-2.099029779434204102e+00,5.783173084259033203e+00,3.918368816375732422e+00,2.051771283149719238e-01,8.853281460337931321e+02
-1.850652098655700684e+00,5.584118843078613281e+00,3.960227489471435547e+00,2.532010972499847412e-01,8.832919241984996006e+02
1.798708550631999969e-02,3.953825950622558594e+00,4.221417903900146484e+00,2.750446498394012451e-01,1.005635228077362513e+03
1.729219079017639160e+00,3.021698951721191406e+00,5.771717071533203125e+00,2.931209802627563477e-01,1.165040886442538522e+03
2.920326471328735352e+00,2.300012588500976562e+00,6.785242557525634766e+00,3.166311979293823242e-01,1.162980200077541213e+03
4.120467662811279297e+00,1.991667985916137695e+00,7.583475589752197266e+00,3.152028322219848633e-01,2.205000000000000000e+03
5.670746326446533203e+00,2.140251159667968750e+00,8.181384086608886719e+00,3.081017732620239258e-01,2.205000000000000000e+03
6.943725109100341797e+00,3.034975290298461914e+00,7.707789421081542969e+00,2.682582437992095947e-01,2.205000000000000000e+03
7.701137065887451172e+00,4.048941612243652344e+00,7.371415138244628906e+00,1.952372044324874878e-01,1.397215816413219500e+03
7.962135791778564453e+00,4.308189868927001953e+00,7.165063858032226562e+00,1.280793398618698120e-01,2.053686807903140561e+03
9.443472862243652344e+00,5.658801555633544922e+00,4.138750553131103516e+00,3.058129549026489258e-02,2.062907479461956882e+03
8.755325317382812500e+00,4.894898891448974609e+00,3.339097738265991211e+00,2.641152776777744293e-02,1.703702947457838491e+03
7.461909294128417969e+00,3.881147384643554688e+00,2.424839973449707031e+00,6.585279107093811035e-02,1.983401915334727846e+03
7.438346385955810547e+00,3.047237873077392578e+00,2.015203237533569336e+00,1.877155452966690063e-01,1.786224514760696138e+03
6.886458873748779297e+00,1.639464020729064941e+00,9.560988545417785645e-01,2.925129532814025879e-01,1.699429182343619459e+03
7.242459774017333984e+00,-1.513286530971527100e-01,2.352549731731414795e-01,3.652994334697723389e-01,1.654510415065458346e+03
7.854007720947265625e+00,-1.598512172698974609e+00,4.094807207584381104e-01,3.784421980381011963e-01,1.641784242488254222e+03
8.199433326721191406e+00,-2.066863536834716797e+00,7.353377342224121094e-01,3.351522386074066162e-01,1.609448973434379923e+03
8.327444076538085938e+00,-2.081507205963134766e+00,8.846477270126342773e-01,2.490070462226867676e-01,1.576062661216123843e+03
8.931516647338867188e+00,-1.534301042556762695e+00,1.404630064964294434e+00,1.160682663321495056e-01,1.547665186512487480e+03
6.167710423469543457e-01,4.624337196350097656e+00,3.893292903900146484e+00,6.142295897006988525e-02,1.707557818537139838e+03
-6.497794389724731445e-01,5.299634933471679688e+00,3.425479412078857422e+00,1.549206078052520752e-01,1.886170074429061287e+03
-1.983035564422607422e+00,5.717566490173339844e+00,3.858544588088989258e+00,2.166652083396911621e-01,1.837738278505085191e+03
-2.002263307571411133e+00,5.659963130950927734e+00,3.951397657394409180e+00,2.602204084396362305e-01,1.826014056055733136e+03
-3.199259340763092041e-01,4.041898250579833984e+00,4.218656063079833984e+00,2.942921221256256104e-01,1.818617099716688472e+03
-1.382431201636791229e-02,3.920593976974487305e+00,4.348378658294677734e+00,3.022159934043884277e-01,7.122939725859877171e+02
9.913511574268341064e-02,3.874752521514892578e+00,4.385447502136230469e+00,2.972441315650939941e-01,1.006974110478521311e+03
2.593360900878906250e+00,2.470023155212402344e+00,6.522083282470703125e+00,3.174522817134857178e-01,1.002920067635317650e+03
3.818297863006591797e+00,2.051008939743041992e+00,7.394045352935791016e+00,3.338918983936309814e-01,1.158218134065459026e+03
5.406097888946533203e+00,2.078625917434692383e+00,8.130518913269042969e+00,3.249210715293884277e-01,2.205000000000000000e+03
6.593976020812988281e+00,2.759733676910400391e+00,7.875806808471679688e+00,3.044075369834899902e-01,2.205000000000000000e+03
7.451950073242187500e+00,3.609325647354125977e+00,7.378132820129394531e+00,2.438696473836898804e-01,2.205000000000000000e+03
7.736231327056884766e+00,3.966710329055786133e+00,7.271480083465576172e+00,1.617238521575927734e-01,1.391936198716099852e+03
8.146014213562011719e+00,4.199725151062011719e+00,6.805273056030273438e+00,8.425006270408630371e-02,1.397199501366214236e+03
9.380969047546386719e+00,5.910493850708007812e+00,4.147985458374023438e+00,6.695029791444540024e-03,2.205000000000000000e+03
9.460749626159667969e+00,6.012422084808349609e+00,4.214313983917236328e+00,6.259819958359003067e-03,2.205000000000000000e+03
1.069847965240478516e+01,8.396588325500488281e+00,3.099880933761596680e+00,5.884637124836444855e-03,2.205000000000000000e+03
1.079196357727050781e+01,8.652066230773925781e+00,3.058771133422851562e+00,5.857198499143123627e-03,2.205000000000000000e+03
1.086701774597167969e+01,8.726252555847167969e+00,3.083205938339233398e+00,5.315685179084539413e-03,2.205000000000000000e+03
1.079642772674560547e+01,8.688797950744628906e+00,2.929357290267944336e+00,4.465071484446525574e-03,2.205000000000000000e+03
1.067003726959228516e+01,8.491066932678222656e+00,2.982784748077392578e+00,5.364131182432174683e-03,6.523668639053254026e+01
1.051016044616699219e+01,8.042076110839843750e+00,2.958795547485351562e+00,5.231440532952547073e-03,7.046232169528057909e+01
1.041556835174560547e+01,7.905955314636230469e+00,2.929060935974121094e+00,5.265183281153440475e-03,7.084514337665841310e+01
1.041078376770019531e+01,7.881556987762451172e+00,2.892703771591186523e+00,5.395380780100822449e-03,7.073782985648377064e+01
1.042640209197998047e+01,7.894673824310302734e+00,2.933697462081909180e+00,5.040556192398071289e-03,2.205000000000000000e+03
1.069168758392333984e+01,8.513586044311523438e+00,2.822029352188110352e+00,4.889631643891334534e-03,2.205000000000000000e+03
1.071175098419189453e+01,8.647064208984375000e+00,2.761888027191162109e+00,5.690010730177164078e-03,2.205000000000000000e+03
1.069635772705078125e+01,8.732483863830566406e+00,2.659175395965576172e+00,5.464086309075355530e-03,2.205000000000000000e+03
1.069884395599365234e+01,8.862594604492187500e+00,2.592411756515502930e+00,6.952811032533645630e-03,1.217147973711421969e+02
1.069184780120849609e+01,9.217724800109863281e+00,2.348303079605102539e+00,7.378851063549518585e-03,3.629077707202325769e+02
1.070241260528564453e+01,9.311380386352539062e+00,2.290419816970825195e+00,7.028601597994565964e-03,3.637087233678779512e+02
1.069140243530273438e+01,9.324036598205566406e+00,2.233342647552490234e+00,6.813999731093645096e-03,3.772132227603170804e+02
1.059674644470214844e+01,9.274263381958007812e+00,2.348790407180786133e+00,5.073390901088714600e-03,6.934926998831745948e+01
1.067057609558105469e+01,9.338119506835937500e+00,2.296075582504272461e+00,4.788672085851430893e-03,6.523668639053254026e+01
1.070221233367919922e+01,9.339528083801269531e+00,2.299832344055175781e+00,4.172490909695625305e-03,6.523668639053254026e+01
1.069857215881347656e+01,9.338127136230468750e+00,2.280799865722656250e+00,4.712102934718132019e-03,6.523668639053254026e+01
1.067941570281982422e+01,9.337051391601562500e+00,2.319297790527343750e+00,4.448632709681987762e-03,6.523668639053254026e+01
1.058530902862548828e+01,9.411041259765625000e+00,3.153867244720458984e+00,3.715950995683670044e-03,6.523668639053254026e+01
1.038829135894775391e+01,9.178198814392089844e+00,3.462106704711914062e+00,4.529395140707492828e-03,6.523668639053254026e+01
1.010524368286132812e+01,8.948049545288085938e+00,3.835411787033081055e+00,4.587831441313028336e-03,3.571991878823052957e+02
1.003777694702148438e+01,8.836554527282714844e+00,3.967137813568115234e+00,4.642668180167675018e-03,3.562880701431832904e+02
9.932135581970214844e+00,8.779235839843750000e+00,3.864909887313842773e+00,5.136223975569009781e-03,3.552959591678717857e+02
1.046144962310791016e+01,9.188938140869140625e+00,3.535019874572753906e+00,4.449122585356235504e-03,3.535606744437196767e+02
1.042442703247070312e+01,9.138109207153320312e+00,3.346886157989501953e+00,3.954861778765916824e-03,3.559583261606668430e+02
1.048922920227050781e+01,9.200019836425781250e+00,3.286148786544799805e+00,4.087992478162050247e-03,6.928038333345131150e+01
1.051749134063720703e+01,9.268542289733886719e+00,2.894886493682861328e+00,4.078665282577276230e-03,6.586593340029725141e+01
1.071779727935791016e+01,9.205312728881835938e+00,2.246414184570312500e+00,4.334867000579833984e-03,6.523668639053254026e+01
1.076256465911865234e+01,9.234619140625000000e+00,2.170841217041015625e+00,4.747841041535139084e-03,6.523668639053254026e+01
1.055407619476318359e+01,9.240884780883789062e+00,2.366162061691284180e+00,4.570510704070329666e-03,3.532363882757684337e+02
1.058053112030029297e+01,9.269531250000000000e+00,2.505033254623413086e+00,4.370416980236768723e-03,6.523668639053254026e+01
1.059429454803466797e+01,9.186869621276855469e+00,2.358396768569946289e+00,5.282012280076742172e-03,6.523668639053254026e+01
1.065206527709960938e+01,9.231393814086914062e+00,2.338216066360473633e+00,5.221514031291007996e-03,6.523668639053254026e+01
1.070123004913330078e+01,9.286284446716308594e+00,2.247015237808227539e+00,5.193810444325208664e-03,6.523668639053254026e+01
1.076830196380615234e+01,9.380312919616699219e+00,2.247553110122680664e+00,6.816107314079999924e-03,6.523668639053254026e+01
1.069152545928955078e+01,9.249059677124023438e+00,2.387558698654174805e+00,6.264557130634784698e-03,6.523668639053254026e+01
1.070931148529052734e+01,8.971696853637695312e+00,2.676382064819335938e+00,6.189188454300165176e-03,6.523668639053254026e+01
1.059970664978027344e+01,9.135327339172363281e+00,3.386721134185791016e+00,6.390993949025869370e-03,6.523668639053254026e+01
1.082364845275878906e+01,9.036173820495605469e+00,3.656429290771484375e+00,4.452592693269252777e-03,6.523668639053254026e+01
1.084693813323974609e+01,8.895806312561035156e+00,3.716918230056762695e+00,5.044798832386732101e-03,1.642518936501009250e+02
1.090832710266113281e+01,8.931581497192382812e+00,3.975191354751586914e+00,4.837024025619029999e-03,1.632752496265783861e+02
1.110789966583251953e+01,8.929582595825195312e+00,4.257584571838378906e+00,6.300069391727447510e-03,6.523668639053254026e+01
1.138249397277832031e+01,8.984656333923339844e+00,4.566475391387939453e+00,6.314265541732311249e-03,6.523668639053254026e+01
1.141654968261718750e+01,9.073023796081542969e+00,4.674545764923095703e+00,6.071697454899549484e-03,6.523668639053254026e+01
1.136595249176025391e+01,9.217901229858398438e+00,4.831112384796142578e+00,6.137038581073284149e-03,6.523668639053254026e+01
1.138114166259765625e+01,9.221164703369140625e+00,4.855907440185546875e+00,4.400111734867095947e-03,9.366855224566891991e+01
1.136006069183349609e+01,9.236050605773925781e+00,4.885600566864013672e+00,4.284067079424858093e-03,7.718055209457233445e+01
1.135936450958251953e+01,9.216253280639648438e+00,4.934924125671386719e+00,3.642173483967781067e-03,9.871132046986049602e+01
1.135317039489746094e+01,9.281853675842285156e+00,4.907632827758789062e+00,3.703657072037458420e-03,7.887982027954620889e+01
1.137284278869628906e+01,9.305973052978515625e+00,4.881441593170166016e+00,3.562501864507794380e-03,7.572640899330231434e+01
8.587078094482421875e+00,4.705626487731933594e+00,3.022866725921630859e+00,1.415087189525365829e-02,2.205000000000000000e+03
7.849127769470214844e+00,3.832592725753784180e+00,2.611036062240600586e+00,8.035112172365188599e-02,1.821502082503084011e+03
6.953060150146484375e+00,1.571996688842773438e+00,9.619327187538146973e-01,1.801689714193344116e-01,1.697886038115695328e+03
7.139572143554687500e+00,1.617111414670944214e-01,3.063051998615264893e-01,2.409397065639495850e-01,1.641370141072964316e+03
7.720495223999023438e+00,-1.533281683921813965e+00,2.606107890605926514e-01,2.446309328079223633e-01,1.634987153830616762e+03
8.799890518188476562e+00,-2.331353425979614258e+00,7.888258099555969238e-01,2.315044105052947998e-01,1.620276396307255027e+03
9.190345764160156250e+00,-2.108331203460693359e+00,1.029459238052368164e+00,1.661069393157958984e-01,1.574381708747244829e+03
9.186195373535156250e+00,5.633891582489013672e+00,3.529911041259765625e+00,4.520023614168167114e-02,2.205000000000000000e+03
8.446439504623413086e-01,4.552219867706298828e+00,3.836338520050048828e+00,5.445951223373413086e-02,2.205000000000000000e+03
-8.716340065002441406e-01,5.272280216217041016e+00,3.238301277160644531e+00,1.072026044130325317e-01,1.975497422859844164e+03
-1.891024827957153320e+00,5.614233016967773438e+00,3.575193405151367188e+00,1.595915406942367554e-01,3.939885491126801185e+02
-1.945966720581054688e+00,5.613909244537353516e+00,3.567690849304199219e+00,2.223726809024810791e-01,4.161229277326866054e+02
-5.938110947608947754e-01,3.956853389739990234e+00,4.272196769714355469e+00,2.626621425151824951e-01,1.005693060577713709e+03
1.913828611373901367e+00,2.881526947021484375e+00,5.949871063232421875e+00,2.945972383022308350e-01,8.801376721617784824e+02
3.371598720550537109e+00,2.120201826095581055e+00,7.127094745635986328e+00,3.145892024040222168e-01,1.164138296693984103e+03
4.639298915863037109e+00,1.995687603950500488e+00,7.822672367095947266e+00,3.075664043426513672e-01,2.205000000000000000e+03
5.831700325012207031e+00,2.166642665863037109e+00,8.239829063415527344e+00,2.916640639305114746e-01,2.205000000000000000e+03
7.303928852081298828e+00,3.465249061584472656e+00,7.619262695312500000e+00,2.447997927665710449e-01,2.205000000000000000e+03
7.739090919494628906e+00,4.152006149291992188e+00,7.346749305725097656e+00,1.837744265794754028e-01,1.397535758549113098e+03
8.007235527038574219e+00,4.337258338928222656e+00,7.146926403045654297e+00,1.188453286886215210e-01,2.057800556341599986e+03
9.354099273681640625e+00,5.413432121276855469e+00,3.740957021713256836e+00,3.606073185801506042e-02,1.381730776987267973e+03
7.645512104034423828e+00,4.088942050933837891e+00,2.609072685241699219e+00,3.702220320701599121e-02,1.580658724591627788e+03
7.433515548706054688e+00,3.562311649322509766e+00,2.267844676971435547e+00,1.554704159498214722e-01,1.833227682418935046e+03
6.948743343353271484e+00,1.618421554565429688e+00,9.907968640327453613e-01,2.595465183258056641e-01,1.729049445637104554e+03
7.152710437774658203e+00,1.183855757117271423e-01,2.985330224037170410e-01,3.361275494098663330e-01,1.683747983489289709e+03
7.651799678802490234e+00,-1.365394592285156250e+00,2.368244081735610962e-01,3.623427748680114746e-01,1.666904199760046140e+03
8.598841667175292969e+00,-2.174203634262084961e+00,4.887860119342803955e-01,3.293835222721099854e-01,1.230193371642182228e+03
8.965771675109863281e+00,-2.294330835342407227e+00,7.998746633529663086e-01,2.555465996265411377e-01,1.604220535653930483e+03
